NFGEL#,SampleID,Location,DateCollected,DateReceived,Latitude,Longitude,TissueType,Comments,SpeciesID,CommonName,Lyoph?,Original DNA Plate,Original Plate Well,[Mini] ng/ul,DNA PLATE,DNA PLATE POSITION,[DNA] ng/ul,DNA Yield (ug) (100ul vol)
MB39,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,F01,,Spineflower 3,B04,22.0,2.2
MB40,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,G01,,Spineflower 3,C04,31.3,3.1
MB41,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,H01,,Spineflower 3,D04,18.6,1.9
MB42,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,A02,,Spineflower 3,E04,24.6,2.5
MB43,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,B02,,Spineflower 3,F04,35.3,3.5
MB44,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,C02,,Spineflower 3,G04,38.4,3.8
MB45,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,D02,,Spineflower 3,H04,33.6,3.4
MB46,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,E02,,Spineflower 3,A05,89.0,8.9
MB47,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,F02,,Spineflower 3,B05,23.3,2.3
MB48,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,G02,,Spineflower 3,C05,14.5,1.5
MB49,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,H02,,Spineflower 3,D05,33.7,3.4
MB50,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,A03,,Spineflower 3,E05,17.1,1.7
MB51,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,NO TISSUE,,,,608,B03,,Spineflower 3,F05,0.0,0.0
MB52,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,C03,,Spineflower 3,G05,28.6,2.9
MB53,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,D03,,Spineflower 3,H05,19.8,2.0
MB54,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,E03,,Spineflower 3,A06,38.5,3.9
MB55,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,F03,,Spineflower 3,B06,24.3,2.4
MB56,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,G03,,Spineflower 3,C06,28.0,2.8
MB57,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,H03,,Spineflower 3,D06,15.0,1.5
MB58,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,A04,,Spineflower 3,E06,39.1,3.9
MB59,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,B04,,Spineflower 3,F06,31.2,3.1
MB60,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,C04,,Spineflower 3,G06,22.6,2.3
MB61,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,D04,,Spineflower 3,H06,53.6,5.4
MB62,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,E04,,Spineflower 3,A07,40.8,4.1
MB63,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,F04,,Spineflower 3,B07,39.3,3.9
MB64,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,G04,,Spineflower 3,C07,44.7,4.5
MB65,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,H04,,Spineflower 3,D07,39.3,3.9
MB66,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,A05,,Spineflower 3,E07,17.9,1.8
MB67,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,B05,,Spineflower 3,F07,16.7,1.7
MB68,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,C05,,Spineflower 3,G07,43.9,4.4
MB69,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,D05,,Spineflower 3,H07,15.2,1.5
MB70,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,E05,,Spineflower 3,A08,25.7,2.6
MB71,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,F05,,Spineflower 3,B08,27.5,2.8
MB72,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,G05,,Spineflower 3,C08,21.6,2.2
MB73,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,H05,,Spineflower 3,D08,14.2,1.4
MB74,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,A06,,Spineflower 3,E08,2.4,0.2
MB75,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,B06,,Spineflower 3,F08,30.8,3.1
MB76,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,C06,,Spineflower 3,G08,34.2,3.4
MB77,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,D06,,Spineflower 3,H08,46.7,4.7
MB78,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,E06,,Spineflower 3,A09,56.4,5.6
MB79,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,F06,,Spineflower 3,B09,45.8,4.6
MB80,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,G06,,Spineflower 3,C09,40.4,4.0
MB81,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,H06,,Spineflower 3,D09,33.9,3.4
MB82,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,A07,,Spineflower 3,E09,26.1,2.6
MB83,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,B07,,Spineflower 3,F09,33.7,3.4
MB84,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,C07,,Spineflower 3,G09,25.8,2.6
MB85,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,D07,,Spineflower 3,H09,24.6,2.5
MB86,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,E07,,Spineflower 3,A10,52.7,5.3
MB87,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,F07,,Spineflower 3,B10,17.4,1.7
MB88,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,G07,,Spineflower 3,C10,48.5,4.9
MB89,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,H07,,Spineflower 3,D10,16.1,1.6
MB90,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,A08,,Spineflower 3,E10,13.5,1.4
MB91,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,B08,,Spineflower 3,F10,15.1,1.5
MB92,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,C08,,Spineflower 3,G10,14.8,1.5
MB93,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,D08,,Spineflower 3,H10,23.0,2.3
MB94,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,E08,,Spineflower 3,A11,19.2,1.9
MB95,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,F08,,Spineflower 3,B11,27.5,2.7
MB96,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,G08,,Spineflower 3,C11,37.9,3.8
MB97,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,H08,,Spineflower 3,D11,18.7,1.9
MB98,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,A09,,Spineflower 3,E11,22.9,2.3
MB99,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,B09,,Spineflower 3,F11,17.3,1.7
MC01,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,C09,,Spineflower 3,G11,68.4,6.8
MC02,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,D09,,Spineflower 3,H11,43.3,4.3
MC03,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,E09,,Spineflower 3,A12,42.4,4.2
MC04,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,F09,,Spineflower 3,B12,37.5,3.7
MC05,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,G09,,Spineflower 3,C12,28.1,2.8
MC06,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,H09,,Spineflower 3,D12,22.8,2.3
MC07,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,A10,,Spineflower 3,E12,17.6,1.8
MC08,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,B10,,Spineflower 3,F12,30.8,3.1
MC09,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,C10,,Spineflower 3,G12,26.9,2.7
MC10,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,D10,,Spineflower 3,H12,23.1,2.3
MC11,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,E10,,Spineflower 4,A01,21.1,2.1
MC12,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,F10,,Spineflower 4,B01,17.0,1.7
MC13,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,G10,,Spineflower 4,C01,23.4,2.3
MC14,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,H10,,Spineflower 4,D01,31.8,3.2
MC15,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,A11,,Spineflower 4,E01,55.7,5.6
MC16,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,B11,,Spineflower 4,F01,34.7,3.5
MC17,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,C11,,Spineflower 4,G01,49.8,5.0
MC18,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,D11,,Spineflower 4,H01,44.9,4.5
MC19,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,E11,,Spineflower 4,A02,51.9,5.2
MC20,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,F11,,Spineflower 4,B02,20.2,2.0
MC21,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,G11,,Spineflower 4,C02,17.8,1.8
MC22,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,H11,,Spineflower 4,D02,25.5,2.5
MC23,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,A12,,Spineflower 4,E02,8.4,0.8
MC24,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,B12,,Spineflower 4,F02,22.5,2.2
MC25,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,C12,,Spineflower 4,G02,15.3,1.5
MC26,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,D12,,Spineflower 4,H02,16.4,1.6
MC27,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,E12,,Spineflower 4,A03,22.0,2.2
MC28,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,F12,,Spineflower 4,B03,34.8,3.5
MC29,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,,,leaves,,,,yes,608,G12,,Spineflower 4,C03,35.5,3.5
